Iteration,Timesteps
228,32.0
229,110.0
230,72.0
231,61.0
232,41.0
233,53.0
234,36.0
235,52.0
236,137.0
237,147.0
238,120.0
239,49.0
240,162.0
241,113.0
242,39.0
243,171.0
244,37.0
245,150.0
246,121.0
247,189.0
248,66.0
249,57.0
250,178.0
251,158.0
252,186.0
253,182.0
254,107.0
255,283.0
256,107.0
257,24.0
258,185.0
259,68.0
260,141.0
261,99.0
262,278.0
263,153.0
264,119.0
265,19.0
266,105.0
267,178.0
268,31.0
269,47.0
270,41.0
271,21.0
272,65.0
273,227.0
274,44.0
275,28.0
276,76.0
277,276.0
278,141.0
279,27.0
280,61.0
281,39.0
282,60.0
283,30.0
284,99.0
285,28.0
286,246.0
287,75.0
288,64.0
289,86.0
290,136.0
291,300.0
292,57.0
293,206.0
294,139.0
295,79.0
296,117.0
297,129.0
298,99.0
299,81.0
300,257.0
301,177.0
302,103.0
303,112.0
304,118.0
305,180.0
306,169.0
307,79.0
308,24.0
309,64.0
310,179.0
311,78.0
312,29.0
313,178.0
314,39.0
315,51.0
316,57.0
317,91.0
318,64.0
319,21.0
320,109.0
321,67.0
322,217.0
323,173.0
324,250.0
325,127.0
326,61.0
327,144.0
328,145.0
329,78.0
330,50.0
331,86.0
332,22.0
333,43.0
334,98.0
335,132.0
336,182.0
337,47.0
338,14.0
339,184.0
340,33.0
341,37.0
342,389.0
343,60.0
344,179.0
345,182.0
346,96.0
347,54.0
348,79.0
349,224.0
350,318.0
351,129.0
352,49.0
353,176.0
354,136.0
355,39.0
356,203.0
357,86.0
358,20.0
359,44.0
360,37.0
361,165.0
362,188.0
363,39.0
364,23.0
365,171.0
366,144.0
367,247.0
368,284.0
369,98.0
370,187.0
371,88.0
372,221.0
373,291.0
374,198.0
375,145.0
376,171.0
377,213.0
378,213.0
379,104.0
380,230.0
381,238.0
382,128.0
383,182.0
384,153.0
385,23.0
386,97.0
387,162.0
388,82.0
389,18.0
390,41.0
391,22.0
392,61.0
393,138.0
394,194.0
395,150.0
396,84.0
397,360.0
398,240.0
399,228.0
400,427.0
401,36.0
402,110.0
403,161.0
404,326.0
405,249.0
406,32.0
407,259.0
408,51.0
409,183.0
410,17.0
411,159.0
412,30.0
413,239.0
414,212.0
415,232.0
416,189.0
417,83.0
418,221.0
419,226.0
420,133.0
421,121.0
422,133.0
423,170.0
424,66.0
425,334.0
426,33.0
427,45.0
428,139.0
429,233.0
430,135.0
431,183.0
432,190.0
433,309.0
434,233.0
435,65.0
436,278.0
437,147.0
438,105.0
439,173.0
440,306.0
441,261.0
442,33.0
443,28.0
444,24.0
445,153.0
446,164.0
447,125.0
448,349.0
449,164.0
450,164.0
451,105.0
452,20.0
453,64.0
454,48.0
455,36.0
456,34.0
457,174.0
458,186.0
459,89.0
460,121.0
461,132.0
462,228.0
463,47.0
464,38.0
465,209.0
466,194.0
467,252.0
468,101.0
469,245.0
470,245.0
471,232.0
472,354.0
473,266.0
474,150.0
475,206.0
476,135.0
477,36.0
478,322.0
479,343.0
480,195.0
481,300.0
482,60.0
483,180.0
484,243.0
485,191.0
486,116.0
487,207.0
488,353.0
489,220.0
490,30.0
491,31.0
492,65.0
493,77.0
494,16.0
495,137.0
496,55.0
497,72.0
498,71.0
499,93.0
500,246.0
501,182.0
502,219.0
503,241.0
504,258.0
505,86.0
506,185.0
507,244.0
508,173.0
509,84.0
510,250.0
511,219.0
512,213.0
513,272.0
514,257.0
515,346.0
516,174.0
517,247.0
518,308.0
519,158.0
520,186.0
521,169.0
522,245.0
523,230.0
524,240.0
525,91.0
526,114.0
527,123.0
528,136.0
529,243.0
530,261.0
531,226.0
532,356.0
533,245.0
534,257.0
535,155.0
536,39.0
537,69.0
538,100.0
539,307.0
540,62.0
541,249.0
542,199.0
543,206.0
544,280.0
545,209.0
546,157.0
547,177.0
548,212.0
549,197.0
550,42.0
551,250.0
552,314.0
553,264.0
554,295.0
555,231.0
556,304.0
557,328.0
558,234.0
559,167.0
560,192.0
561,243.0
562,245.0
563,200.0
564,271.0
565,205.0
566,373.0
567,178.0
568,184.0
569,87.0
570,237.0
571,137.0
572,124.0
573,128.0
574,71.0
575,281.0
576,196.0
577,189.0
578,183.0
579,288.0
580,163.0
581,63.0
582,236.0
583,40.0
584,271.0
585,516.0
586,331.0
587,144.0
588,227.0
589,169.0
590,175.0
591,181.0
592,191.0
593,254.0
594,184.0
595,85.0
596,507.0
597,1000.0
598,803.0
599,482.0
600,1000.0
