Iteration,Timesteps
235,35.0
236,32.0
237,84.0
238,43.0
239,140.0
240,141.0
241,46.0
242,81.0
243,265.0
244,42.0
245,149.0
246,46.0
247,90.0
248,72.0
249,39.0
250,39.0
251,13.0
252,45.0
253,80.0
254,42.0
255,58.0
256,50.0
257,61.0
258,56.0
259,209.0
260,56.0
261,74.0
262,42.0
263,47.0
264,78.0
265,147.0
266,67.0
267,44.0
268,147.0
269,36.0
270,107.0
271,74.0
272,164.0
273,128.0
274,187.0
275,99.0
276,23.0
277,86.0
278,71.0
279,147.0
280,63.0
281,41.0
282,45.0
283,187.0
284,86.0
285,95.0
286,169.0
287,109.0
288,42.0
289,37.0
290,114.0
291,135.0
292,103.0
293,36.0
294,83.0
295,70.0
296,375.0
297,82.0
298,371.0
299,125.0
300,44.0
301,40.0
302,58.0
303,252.0
304,120.0
305,101.0
306,60.0
307,186.0
308,247.0
309,73.0
310,99.0
311,282.0
312,34.0
313,38.0
314,297.0
315,80.0
316,74.0
317,179.0
318,119.0
319,77.0
320,100.0
321,228.0
322,50.0
323,28.0
324,28.0
325,265.0
326,151.0
327,15.0
328,50.0
329,54.0
330,72.0
331,57.0
332,27.0
333,44.0
334,54.0
335,111.0
336,51.0
337,50.0
338,147.0
339,59.0
340,118.0
341,214.0
342,91.0
343,49.0
344,278.0
345,271.0
346,225.0
347,46.0
348,267.0
349,159.0
350,38.0
351,67.0
352,231.0
353,160.0
354,89.0
355,100.0
356,216.0
357,65.0
358,160.0
359,62.0
360,76.0
361,41.0
362,135.0
363,70.0
364,172.0
365,118.0
366,82.0
367,53.0
368,55.0
369,94.0
370,57.0
371,90.0
372,47.0
373,142.0
374,27.0
375,82.0
376,63.0
377,67.0
378,39.0
379,71.0
380,124.0
381,74.0
382,56.0
383,68.0
384,75.0
385,58.0
386,31.0
387,38.0
388,272.0
389,242.0
390,51.0
391,44.0
392,46.0
393,155.0
394,153.0
395,42.0
396,44.0
397,64.0
398,38.0
399,33.0
400,54.0
401,197.0
402,46.0
403,72.0
404,246.0
405,303.0
406,275.0
407,147.0
408,88.0
409,106.0
410,132.0
411,24.0
412,51.0
413,163.0
414,71.0
415,180.0
416,135.0
417,128.0
418,239.0
419,179.0
420,112.0
421,172.0
422,100.0
423,69.0
424,89.0
425,152.0
426,98.0
427,111.0
428,38.0
429,96.0
430,57.0
431,44.0
432,54.0
433,80.0
434,75.0
435,118.0
436,119.0
437,56.0
438,112.0
439,68.0
440,57.0
441,124.0
442,141.0
443,37.0
444,248.0
445,40.0
446,43.0
447,85.0
448,29.0
449,85.0
450,114.0
451,92.0
452,143.0
453,84.0
454,147.0
455,59.0
456,92.0
457,69.0
458,136.0
459,60.0
460,190.0
461,26.0
462,55.0
463,46.0
464,56.0
465,57.0
466,62.0
467,161.0
468,121.0
469,126.0
470,87.0
471,51.0
472,169.0
473,195.0
474,166.0
475,183.0
476,197.0
477,109.0
478,150.0
479,66.0
480,163.0
481,100.0
482,114.0
483,48.0
484,169.0
485,114.0
486,187.0
487,189.0
488,41.0
489,209.0
490,386.0
491,132.0
492,71.0
493,72.0
494,85.0
495,29.0
496,85.0
497,31.0
498,150.0
499,131.0
500,150.0
501,151.0
502,147.0
503,159.0
504,48.0
505,157.0
506,118.0
507,169.0
508,95.0
509,169.0
510,73.0
511,232.0
512,147.0
513,313.0
514,48.0
515,28.0
516,222.0
517,318.0
518,72.0
519,98.0
520,108.0
521,35.0
522,114.0
523,65.0
524,48.0
525,30.0
526,67.0
527,35.0
528,143.0
529,38.0
530,220.0
531,150.0
532,56.0
533,15.0
534,228.0
535,38.0
536,136.0
537,309.0
538,24.0
539,239.0
540,235.0
541,125.0
542,244.0
543,379.0
544,146.0
545,99.0
546,95.0
547,97.0
548,164.0
549,84.0
550,32.0
551,161.0
552,154.0
553,106.0
554,176.0
555,136.0
556,150.0
557,156.0
558,163.0
559,120.0
560,168.0
561,184.0
562,147.0
563,151.0
564,120.0
565,285.0
566,228.0
567,320.0
568,48.0
569,147.0
570,147.0
571,292.0
572,147.0
573,204.0
574,147.0
575,204.0
576,147.0
577,39.0
578,101.0
579,163.0
580,39.0
581,126.0
582,166.0
583,145.0
584,145.0
585,140.0
586,141.0
587,141.0
588,145.0
589,140.0
590,126.0
591,126.0
592,292.0
593,287.0
594,177.0
595,78.0
596,67.0
597,48.0
598,147.0
599,48.0
600,155.0
