Iteration,Timesteps
275,103.0
276,96.0
277,60.0
278,93.0
279,84.0
280,174.0
281,99.0
282,66.0
283,71.0
284,89.0
285,137.0
286,53.0
287,67.0
288,83.0
289,118.0
290,134.0
291,106.0
292,63.0
293,83.0
294,127.0
295,138.0
296,147.0
297,57.0
298,82.0
299,89.0
300,160.0
301,112.0
302,95.0
303,207.0
304,127.0
305,40.0
306,56.0
307,95.0
308,112.0
309,268.0
310,118.0
311,114.0
312,117.0
313,107.0
314,79.0
315,93.0
316,117.0
317,160.0
318,76.0
319,104.0
320,47.0
321,109.0
322,101.0
323,79.0
324,50.0
325,89.0
326,80.0
327,172.0
328,213.0
329,52.0
330,255.0
331,65.0
332,94.0
333,237.0
334,104.0
335,252.0
336,102.0
337,163.0
338,88.0
339,72.0
340,66.0
341,231.0
342,112.0
343,209.0
344,49.0
345,133.0
346,75.0
347,272.0
348,340.0
349,258.0
350,177.0
351,164.0
352,100.0
353,102.0
354,184.0
355,169.0
356,160.0
357,82.0
358,67.0
359,137.0
360,113.0
361,119.0
362,67.0
363,59.0
364,52.0
365,67.0
366,42.0
367,106.0
368,88.0
369,77.0
370,87.0
371,191.0
372,75.0
373,116.0
374,172.0
375,103.0
376,124.0
377,320.0
378,101.0
379,242.0
380,306.0
381,148.0
382,49.0
383,116.0
384,110.0
385,156.0
386,216.0
387,162.0
388,94.0
389,289.0
390,110.0
391,280.0
392,33.0
393,359.0
394,40.0
395,58.0
396,91.0
397,49.0
398,55.0
399,160.0
400,119.0
401,68.0
402,105.0
403,82.0
404,83.0
405,63.0
406,102.0
407,174.0
408,65.0
409,163.0
410,144.0
411,84.0
412,274.0
413,86.0
414,68.0
415,61.0
416,88.0
417,70.0
418,79.0
419,67.0
420,132.0
421,113.0
422,234.0
423,187.0
424,63.0
425,268.0
426,235.0
427,82.0
428,237.0
429,108.0
430,61.0
431,238.0
432,272.0
433,126.0
434,253.0
435,201.0
436,154.0
437,115.0
438,88.0
439,87.0
440,157.0
441,100.0
442,160.0
443,108.0
444,169.0
445,176.0
446,253.0
447,129.0
448,158.0
449,169.0
450,167.0
451,102.0
452,128.0
453,123.0
454,83.0
455,195.0
456,49.0
457,60.0
458,83.0
459,67.0
460,160.0
461,170.0
462,72.0
463,61.0
464,124.0
465,67.0
466,128.0
467,337.0
468,271.0
469,126.0
470,283.0
471,108.0
472,109.0
473,160.0
474,189.0
475,113.0
476,140.0
477,301.0
478,189.0
479,151.0
480,177.0
481,160.0
482,136.0
483,292.0
484,182.0
485,189.0
486,271.0
487,227.0
488,130.0
489,202.0
490,160.0
491,113.0
492,57.0
493,111.0
494,152.0
495,186.0
496,148.0
497,117.0
498,204.0
499,228.0
500,202.0
501,75.0
502,249.0
503,143.0
504,140.0
505,227.0
506,68.0
507,77.0
508,168.0
509,55.0
510,62.0
511,66.0
512,70.0
513,55.0
514,67.0
515,44.0
516,137.0
517,65.0
518,368.0
519,137.0
520,137.0
521,64.0
522,67.0
523,69.0
524,73.0
525,68.0
526,224.0
527,111.0
528,160.0
529,137.0
530,300.0
531,114.0
532,308.0
533,121.0
534,129.0
535,133.0
536,79.0
537,73.0
538,115.0
539,304.0
540,252.0
541,160.0
542,160.0
543,221.0
544,148.0
545,268.0
546,137.0
547,60.0
548,60.0
549,111.0
550,260.0
551,63.0
552,120.0
553,171.0
554,154.0
555,175.0
556,136.0
557,127.0
558,134.0
559,177.0
560,118.0
561,126.0
562,138.0
563,121.0
564,154.0
565,136.0
566,136.0
567,122.0
568,136.0
569,70.0
570,132.0
571,171.0
572,164.0
573,123.0
574,123.0
575,155.0
576,154.0
577,134.0
578,160.0
579,136.0
580,104.0
581,160.0
582,148.0
583,151.0
584,144.0
585,60.0
586,64.0
587,105.0
588,149.0
589,109.0
590,320.0
591,116.0
592,296.0
593,169.0
594,75.0
595,76.0
596,87.0
597,68.0
598,91.0
599,83.0
600,1000.0
