Iteration,Timesteps
513,177.0
514,177.0
515,177.0
516,177.0
517,177.0
518,177.0
519,177.0
520,177.0
521,177.0
522,177.0
523,177.0
524,177.0
525,177.0
526,177.0
527,177.0
528,177.0
529,177.0
530,177.0
531,177.0
532,177.0
533,177.0
534,177.0
535,177.0
536,177.0
537,177.0
538,177.0
539,177.0
540,177.0
541,177.0
542,177.0
543,177.0
544,177.0
545,177.0
546,177.0
547,177.0
548,177.0
549,177.0
550,177.0
551,177.0
552,177.0
553,177.0
554,177.0
555,177.0
556,177.0
557,177.0
558,177.0
559,177.0
560,177.0
561,177.0
562,177.0
563,177.0
564,177.0
565,177.0
566,177.0
567,139.0
568,177.0
569,177.0
570,177.0
571,177.0
572,177.0
573,177.0
574,177.0
575,177.0
576,177.0
577,177.0
578,177.0
579,177.0
580,177.0
581,177.0
582,177.0
583,177.0
584,177.0
585,177.0
586,177.0
587,177.0
588,177.0
589,94.0
590,177.0
591,177.0
592,177.0
593,177.0
594,177.0
595,177.0
596,177.0
597,177.0
598,177.0
599,177.0
600,177.0
