-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-1.0;-1.0;-1.0;-1.0
-18.99996013276521;6.453768895402325E-7;-18.99991664751582;9.004859468107719E-7
2.0527744333633366E-7;1.7708446529274344E-6;-18.999999911553296;2.4400091768609914E-6
8.248553377040338E-7;3.7702109319214303E-6;-18.999999997540044;4.497419375933498E-6
1.6816899818062408E-6;6.206767710313587E-6;-18.99999999984106;8.449576665345007E-6
3.1878004800063606E-6;1.143352913097824E-5;-18.999999999895717;1.156935259370021E-5
7.066630031715332E-6;2.291056038448847E-5;-18.999999999757748;1.752150524807063E-5
1.1445728000726439E-5;3.16362972640857E-5;-18.999999999871257;4.808122606893655E-5
2.4038735181520878E-5;5.726312814597851E-5;-18.999999981789607;5.567432685036131E-5
3.408910309000567E-5;9.853716207480544E-5;-18.99999998524958;9.678348524040337E-5
5.486830995576423E-5;1.7524324801493588E-4;-18.99999999894107;1.7509304132346562E-4
1.2418073135417017E-4;1.785723762455089E-4;-18.999999999856954;2.656590542909347E-4
1.677619114510731E-4;2.74779819158769E-4;-18.99999999854742;3.530609261308985E-4
1.7442737996279859E-4;3.636943239916427E-4;-18.999999999998096;5.225852477742266E-4
1.9994950660665554E-4;6.251097348483936E-4;-18.999999999998458;7.696933664557156E-4
4.450025525925947E-4;8.872290748453569E-4;-18.99999999999952;0.0011973267695437131
5.813217541015771E-4;0.001556310047817899;-18.999999999999744;0.001897533778954273
0.0010143151711226608;0.0025292333579361895;-18.99999999999909;0.0030808063158859734
0.0015920251383441325;0.002862556602547686;-18.999999999999922;0.005009220610702922
0.002422353097833398;0.005247006357444542;-18.99999999999934;0.007336449674900248
0.004213879676449935;0.0081008840557841;-18.99999999999875;0.009497513883836899
0.005334476771393774;0.00874960279733556;-18.99999999999861;0.015676536696495647
0.0076298826645044854;0.011250068139761635;-18.999999999998987;0.01749585494423457
